"","id","state","date","tavg","tmax","tmin","prcp"
"71","USR0000AKIL","AK",2020-03-11,-132,-94,-178,NA
"72","USR0000AKIL","AK",2020-03-12,-68,-39,-122,NA
"73","USR0000AKIL","AK",2020-03-13,-40,-11,-72,NA
"74","USR0000AKIL","AK",2020-03-14,-37,-11,-61,NA
"75","USR0000AKIL","AK",2020-03-15,-43,-33,-50,NA
"76","USR0000AKIL","AK",2020-03-16,-21,6,-50,NA
"77","USR0000AKIL","AK",2020-03-17,-19,17,-50,NA
"78","USR0000AKIL","AK",2020-03-18,-43,-22,-67,NA
"79","USR0000AKIL","AK",2020-03-19,-21,-11,-28,NA
"80","USR0000AKIL","AK",2020-03-20,-27,-17,-39,NA
"81","USR0000AKIL","AK",2020-03-21,-47,-39,-67,NA
"82","USR0000AKIL","AK",2020-03-22,-65,-28,-139,NA
"83","USR0000AKIL","AK",2020-03-23,-17,11,-50,NA
"84","USR0000AKIL","AK",2020-03-24,-8,11,-33,NA
"85","USR0000AKIL","AK",2020-03-25,1,17,-22,NA
"86","USR0000AKIL","AK",2020-03-26,-18,28,-39,NA
"87","USR0000AKIL","AK",2020-03-27,-26,-17,-33,NA
"88","USR0000AKIL","AK",2020-03-28,-96,-33,-172,NA
"89","USR0000AKIL","AK",2020-03-29,-148,-111,-189,NA
"90","USR0000AKIL","AK",2020-03-30,-99,-17,-150,NA
"91","USR0000AKIL","AK",2020-03-31,-75,-44,-106,NA
"92","USR0000AKIL","AK",2020-04-01,-39,-11,-72,NA
"93","USR0000AKIL","AK",2020-04-02,-52,-17,-72,NA
"94","USR0000AKIL","AK",2020-04-03,-27,-11,-56,NA
"95","USR0000AKIL","AK",2020-04-04,-6,11,-44,NA
"96","USR0000AKIL","AK",2020-04-05,-78,-56,-111,NA
"97","USR0000AKIL","AK",2020-04-06,-87,-61,-111,NA
"98","USR0000AKIL","AK",2020-04-07,-61,0,-117,NA
"99","USR0000AKIL","AK",2020-04-08,-88,-78,-117,NA
"100","USR0000AKIL","AK",2020-04-09,-45,-22,-89,NA
"101","USR0000AKIL","AK",2020-04-10,-18,22,-39,NA
"102","USR0000AKIL","AK",2020-04-11,-29,-17,-44,NA
"103","USR0000AKIL","AK",2020-04-12,-11,17,-28,NA
"104","USR0000AKIL","AK",2020-04-13,-18,28,-56,NA
"105","USR0000AKIL","AK",2020-04-14,27,39,11,NA
"106","USR0000AKIL","AK",2020-04-15,21,33,6,NA
"107","USR0000AKIL","AK",2020-04-16,36,61,6,NA
"108","USR0000AKIL","AK",2020-04-17,46,72,33,NA
"109","USR0000AKIL","AK",2020-04-18,38,56,22,NA
"110","USR0000AKIL","AK",2020-04-19,21,33,11,NA
"111","USR0000AKIL","AK",2020-04-20,24,50,6,NA
"112","USR0000AKIL","AK",2020-04-21,29,61,6,NA
"113","USR0000AKIL","AK",2020-04-22,29,83,6,NA
"114","USR0000AKIL","AK",2020-04-23,30,72,0,NA
"115","USR0000AKIL","AK",2020-04-24,30,72,11,NA
"116","USR0000AKIL","AK",2020-04-25,44,94,6,NA
"117","USR0000AKIL","AK",2020-04-26,26,72,-17,NA
"118","USR0000AKIL","AK",2020-04-27,31,83,-17,NA
"119","USR0000AKIL","AK",2020-04-28,26,67,-11,NA
"120","USR0000AKIL","AK",2020-04-29,31,83,-11,NA
"121","USR0000AKIL","AK",2020-04-30,23,67,-17,NA
"122","USR0000AKIL","AK",2020-05-01,21,50,-17,NA
"123","USR0000AKIL","AK",2020-05-02,32,83,-11,NA
"124","USR0000AKIL","AK",2020-05-03,43,89,0,NA
"125","USR0000AKIL","AK",2020-05-04,57,94,11,NA
"126","USR0000AKIL","AK",2020-05-05,47,94,6,NA
"127","USR0000AKIL","AK",2020-05-06,79,128,28,NA
"128","USR0000AKIL","AK",2020-05-07,81,122,44,NA
"129","USR0000AKIL","AK",2020-05-08,51,94,11,NA
"130","USR0000AKIL","AK",2020-05-09,70,111,28,NA
"131","USR0000AKIL","AK",2020-05-10,69,100,44,NA
"132","USR0000AKIL","AK",2020-05-11,41,78,17,NA
"133","USR0000AKIL","AK",2020-05-12,29,56,0,NA
"134","USR0000AKIL","AK",2020-05-13,64,111,17,NA
"135","USR0000AKIL","AK",2020-05-14,82,128,44,NA
"136","USR0000AKIL","AK",2020-05-15,78,128,39,NA
"137","USR0000AKIL","AK",2020-05-16,99,150,44,NA
"138","USR0000AKIL","AK",2020-05-17,100,156,44,NA
"139","USR0000AKIL","AK",2020-05-18,67,89,28,NA
"140","USR0000AKIL","AK",2020-05-19,64,122,22,NA
"141","USR0000AKIL","AK",2020-05-20,47,67,28,NA
"142","USR0000AKIL","AK",2020-05-21,56,83,22,NA
"143","USR0000AKIL","AK",2020-05-22,58,94,11,NA
"144","USR0000AKIL","AK",2020-05-23,58,100,33,NA
"145","USR0000AKIL","AK",2020-05-24,47,83,17,NA
"146","USR0000AKIL","AK",2020-05-25,51,78,17,NA
"147","USR0000AKIL","AK",2020-05-26,48,78,11,NA
"148","USR0000AKIL","AK",2020-05-27,46,67,22,NA
"149","USR0000AKIL","AK",2020-05-28,77,133,17,NA
"150","USR0000AKIL","AK",2020-05-29,129,178,67,NA
"151","USR0000AKIL","AK",2020-05-30,147,194,100,NA
"152","USR0000AKIL","AK",2020-05-31,93,106,61,NA
"153","USR0000AKIL","AK",2020-06-01,86,133,44,NA
"154","USR0000AKIL","AK",2020-06-02,93,139,78,NA
"155","USR0000AKIL","AK",2020-06-03,76,100,61,NA
"156","USR0000AKIL","AK",2020-06-04,56,83,33,NA
"157","USR0000AKIL","AK",2020-06-05,41,72,17,NA
"158","USR0000AKIL","AK",2020-06-06,44,78,17,NA
"159","USR0000AKIL","AK",2020-06-07,63,117,22,NA
"160","USR0000AKIL","AK",2020-06-08,97,144,67,NA
"161","USR0000AKIL","AK",2020-06-09,69,111,44,NA
"162","USR0000AKIL","AK",2020-06-10,88,150,22,NA
"163","USR0000AKIL","AK",2020-06-11,104,139,78,NA
"164","USR0000AKIL","AK",2020-06-12,101,133,61,NA
"165","USR0000AKIL","AK",2020-06-13,107,161,56,NA
"166","USR0000AKIL","AK",2020-06-14,101,156,67,NA
"167","USR0000AKIL","AK",2020-06-15,106,156,72,NA
"168","USR0000AKIL","AK",2020-06-16,102,133,61,NA
"169","USR0000AKIL","AK",2020-06-17,105,139,72,NA
"170","USR0000AKIL","AK",2020-06-18,97,144,56,NA
"171","USR0000AKIL","AK",2020-06-19,103,161,67,NA
"172","USR0000AKIL","AK",2020-06-20,96,133,78,NA
"173","USR0000AKIL","AK",2020-06-21,104,150,56,NA
"174","USR0000AKIL","AK",2020-06-22,102,156,72,NA
"175","USR0000AKIL","AK",2020-06-23,87,128,50,NA
"176","USR0000AKIL","AK",2020-06-24,59,78,44,NA
"177","USR0000AKIL","AK",2020-06-25,60,78,44,NA
"178","USR0000AKIL","AK",2020-06-26,54,83,39,NA
"179","USR0000AKIL","AK",2020-06-27,57,72,33,NA
"180","USR0000AKIL","AK",2020-06-28,72,100,50,NA
"181","USR0000AKIL","AK",2020-06-29,68,117,44,NA
"182","USR0000AKIL","AK",2020-06-30,85,128,50,NA
"183","USR0000AKIL","AK",2020-07-01,97,144,56,NA
"184","USR0000AKIL","AK",2020-07-02,105,122,78,NA
"185","USR0000AKIL","AK",2020-07-03,104,144,67,NA
"186","USR0000AKIL","AK",2020-07-04,158,206,100,NA
"187","USR0000AKIL","AK",2020-07-05,115,156,89,NA
"188","USR0000AKIL","AK",2020-07-06,73,89,61,NA
"189","USR0000AKIL","AK",2020-07-07,61,72,56,NA
"190","USR0000AKIL","AK",2020-07-08,58,78,50,NA
"191","USR0000AKIL","AK",2020-07-09,74,106,56,NA
"192","USR0000AKIL","AK",2020-07-10,111,150,78,NA
"193","USR0000AKIL","AK",2020-07-11,121,156,89,NA
"194","USR0000AKIL","AK",2020-07-12,123,161,89,NA
"195","USR0000AKIL","AK",2020-07-13,116,156,89,NA
"196","USR0000AKIL","AK",2020-07-14,128,167,89,NA
"197","USR0000AKIL","AK",2020-07-15,148,200,94,NA
"198","USR0000AKIL","AK",2020-07-16,147,183,117,NA
"199","USR0000AKIL","AK",2020-07-17,143,194,117,NA
"200","USR0000AKIL","AK",2020-07-18,131,172,111,NA
"201","USR0000AKIL","AK",2020-07-19,123,161,94,NA
"202","USR0000AKIL","AK",2020-07-20,91,117,67,NA
"203","USR0000AKIL","AK",2020-07-21,81,100,61,NA
"204","USR0000AKIL","AK",2020-07-22,69,89,56,NA
"205","USR0000AKIL","AK",2020-07-23,98,144,44,NA
"206","USR0000AKIL","AK",2020-07-24,88,100,67,NA
"207","USR0000AKIL","AK",2020-07-25,94,139,56,NA
"208","USR0000AKIL","AK",2020-07-26,114,150,83,NA
"209","USR0000AKIL","AK",2020-07-27,126,167,83,NA
"210","USR0000AKIL","AK",2020-07-28,87,133,61,NA
"211","USR0000AKIL","AK",2020-07-29,103,150,61,NA
"212","USR0000AKIL","AK",2020-07-30,99,128,78,NA
"213","USR0000AKIL","AK",2020-07-31,83,94,72,NA
"214","USR0000AKIL","AK",2020-08-01,111,144,72,NA
"215","USR0000AKIL","AK",2020-08-02,126,167,106,NA
"216","USR0000AKIL","AK",2020-08-03,122,172,89,NA
"217","USR0000AKIL","AK",2020-08-04,114,156,78,NA
"218","USR0000AKIL","AK",2020-08-05,107,139,83,NA
"219","USR0000AKIL","AK",2020-08-06,97,117,83,NA
"220","USR0000AKIL","AK",2020-08-07,78,111,56,NA
"221","USR0000AKIL","AK",2020-08-08,73,111,44,NA
"222","USR0000AKIL","AK",2020-08-09,82,117,50,NA
"223","USR0000AKIL","AK",2020-08-10,88,122,67,NA
"224","USR0000AKIL","AK",2020-08-11,103,144,67,NA
"225","USR0000AKIL","AK",2020-08-12,126,183,72,NA
"226","USR0000AKIL","AK",2020-08-13,142,183,94,NA
"227","USR0000AKIL","AK",2020-08-14,142,178,94,NA
"228","USR0000AKIL","AK",2020-08-15,94,150,61,NA
"229","USR0000AKIL","AK",2020-08-16,150,211,89,NA
"230","USR0000AKIL","AK",2020-08-17,168,211,133,NA
"231","USR0000AKIL","AK",2020-08-18,148,206,111,NA
"232","USR0000AKIL","AK",2020-08-19,133,178,106,NA
"233","USR0000AKIL","AK",2020-08-20,102,139,78,NA
"234","USR0000AKIL","AK",2020-08-21,103,161,78,NA
"235","USR0000AKIL","AK",2020-08-22,88,100,72,NA
"236","USR0000AKIL","AK",2020-08-23,77,89,67,NA
"237","USR0000AKIL","AK",2020-08-24,78,106,67,NA
"238","USR0000AKIL","AK",2020-08-25,73,106,61,NA
"239","USR0000AKIL","AK",2020-08-26,81,117,50,NA
"240","USR0000AKIL","AK",2020-08-27,81,106,61,NA
"241","USR0000AKIL","AK",2020-08-28,97,133,78,NA
"242","USR0000AKIL","AK",2020-08-29,81,100,72,NA
"243","USR0000AKIL","AK",2020-08-30,79,89,61,NA
"244","USR0000AKIL","AK",2020-08-31,73,89,61,NA
"245","USR0000AKIL","AK",2020-09-01,49,78,33,NA
"246","USR0000AKIL","AK",2020-09-02,34,61,17,NA
"247","USR0000AKIL","AK",2020-09-03,30,44,22,NA
"248","USR0000AKIL","AK",2020-09-04,47,94,17,NA
"249","USR0000AKIL","AK",2020-09-05,54,100,11,NA
"250","USR0000AKIL","AK",2020-09-06,83,100,61,NA
"251","USR0000AKIL","AK",2020-09-07,71,78,61,NA
"252","USR0000AKIL","AK",2020-09-08,54,78,33,NA
"253","USR0000AKIL","AK",2020-09-09,34,61,11,NA
"254","USR0000AKIL","AK",2020-09-10,56,106,11,NA
"255","USR0000AKIL","AK",2020-09-11,64,133,11,NA
"256","USR0000AKIL","AK",2020-09-12,82,133,39,NA
"257","USR0000AKIL","AK",2020-09-13,92,128,61,NA
"258","USR0000AKIL","AK",2020-09-14,84,94,72,NA
"259","USR0000AKIL","AK",2020-09-15,61,94,39,NA
"260","USR0000AKIL","AK",2020-09-16,58,78,39,NA
"261","USR0000AKIL","AK",2020-09-17,57,89,39,NA
"262","USR0000AKIL","AK",2020-09-18,40,61,28,NA
"263","USR0000AKIL","AK",2020-09-19,40,78,22,NA
"264","USR0000AKIL","AK",2020-09-20,43,83,17,NA
"265","USR0000AKIL","AK",2020-09-21,51,78,33,NA
"266","USR0000AKIL","AK",2020-09-22,36,67,6,NA
"267","USR0000AKIL","AK",2020-09-23,9,33,-11,NA
"268","USR0000AKIL","AK",2020-09-24,-6,33,-33,NA
"269","USR0000AKIL","AK",2020-09-25,-12,22,-33,NA
"270","USR0000AKIL","AK",2020-09-26,-14,0,-33,NA
"271","USR0000AKIL","AK",2020-09-27,8,33,-6,NA
"272","USR0000AKIL","AK",2020-09-28,33,72,6,NA
"273","USR0000AKIL","AK",2020-09-29,51,78,33,NA
"274","USR0000AKIL","AK",2020-09-30,63,111,22,NA
"275","USR0000AKIL","AK",2020-10-01,66,83,50,NA
"276","USR0000AKIL","AK",2020-10-02,63,100,44,NA
"277","USR0000AKIL","AK",2020-10-03,55,67,39,NA
"278","USR0000AKIL","AK",2020-10-04,46,78,28,NA
"279","USR0000AKIL","AK",2020-10-05,24,39,6,NA
"280","USR0000AKIL","AK",2020-10-06,8,39,-6,NA
"281","USR0000AKIL","AK",2020-10-07,41,72,11,NA
"282","USR0000AKIL","AK",2020-10-08,42,61,22,NA
"283","USR0000AKIL","AK",2020-10-09,34,56,17,NA
"284","USR0000AKIL","AK",2020-10-10,24,56,11,NA
"285","USR0000AKIL","AK",2020-10-11,14,39,6,NA
"286","USR0000AKIL","AK",2020-10-12,-1,17,-28,NA
"287","USR0000AKIL","AK",2020-10-13,-29,6,-50,NA
"288","USR0000AKIL","AK",2020-10-14,-49,-17,-67,NA
"289","USR0000AKIL","AK",2020-10-15,-28,6,-67,NA
"290","USR0000AKIL","AK",2020-10-16,3,44,-22,NA
"291","USR0000AKIL","AK",2020-10-17,-5,17,-33,NA
"292","USR0000AKIL","AK",2020-10-18,2,22,-11,NA
"293","USR0000AKIL","AK",2020-10-19,-9,0,-17,NA
"294","USR0000AKIL","AK",2020-10-20,-20,0,-44,NA
"295","USR0000AKIL","AK",2020-10-21,-28,17,-50,NA
"296","USR0000AKIL","AK",2020-10-22,-1,22,-28,NA
"297","USR0000AKIL","AK",2020-10-23,20,39,6,NA
"298","USR0000AKIL","AK",2020-10-24,27,39,22,NA
"299","USR0000AKIL","AK",2020-10-25,14,28,-11,NA
"300","USR0000AKIL","AK",2020-10-26,-11,-6,-17,NA
"301","USR0000AKIL","AK",2020-10-27,-31,-11,-50,NA
"302","USR0000AKIL","AK",2020-10-28,-57,-50,-67,NA
"303","USR0000AKIL","AK",2020-10-29,-71,-33,-94,NA
"304","USR0000AKIL","AK",2020-10-30,-87,-67,-94,NA
"305","USR0000AKIL","AK",2020-10-31,-84,-50,-111,NA
"306","US1ALMN0006","AL",2020-01-01,NA,NA,NA,NA
"307","US1ALMN0006","AL",2020-01-02,NA,NA,NA,127
"308","US1ALMN0006","AL",2020-01-03,NA,NA,NA,279
"309","US1ALMN0006","AL",2020-01-04,NA,NA,NA,152
"310","US1ALMN0006","AL",2020-01-05,NA,NA,NA,0
"311","US1ALMN0006","AL",2020-01-06,NA,NA,NA,NA
"312","US1ALMN0006","AL",2020-01-07,NA,NA,NA,0
"313","US1ALMN0006","AL",2020-01-08,NA,NA,NA,NA
"314","US1ALMN0006","AL",2020-01-09,NA,NA,NA,0
"315","US1ALMN0006","AL",2020-01-10,NA,NA,NA,0
"316","US1ALMN0006","AL",2020-01-11,NA,NA,NA,76
"317","US1ALMN0006","AL",2020-01-12,NA,NA,NA,229
"318","US1ALMN0006","AL",2020-01-13,NA,NA,NA,NA
"319","US1ALMN0006","AL",2020-01-14,NA,NA,NA,76
"320","US1ALMN0006","AL",2020-01-15,NA,NA,NA,102
"321","US1ALMN0006","AL",2020-01-16,NA,NA,NA,0
"322","US1ALMN0006","AL",2020-01-17,NA,NA,NA,NA
"323","US1ALMN0006","AL",2020-01-18,NA,NA,NA,0
"324","US1ALMN0006","AL",2020-01-19,NA,NA,NA,51
"325","US1ALMN0006","AL",2020-01-20,NA,NA,NA,0
"326","US1ALMN0006","AL",2020-01-21,NA,NA,NA,0
"327","US1ALMN0006","AL",2020-01-22,NA,NA,NA,0
"328","US1ALMN0006","AL",2020-01-23,NA,NA,NA,NA
"329","US1ALMN0006","AL",2020-01-24,NA,NA,NA,102
"330","US1ALMN0006","AL",2020-01-25,NA,NA,NA,NA
"331","US1ALMN0006","AL",2020-01-26,NA,NA,NA,0
"332","US1ALMN0006","AL",2020-01-27,NA,NA,NA,51
"333","US1ALMN0006","AL",2020-01-28,NA,NA,NA,NA
"334","US1ALMN0006","AL",2020-01-29,NA,NA,NA,51
"335","US1ALMN0006","AL",2020-01-30,NA,NA,NA,152
"336","US1ALMN0006","AL",2020-01-31,NA,NA,NA,NA
"337","US1ALMN0006","AL",2020-02-01,NA,NA,NA,NA
"338","US1ALMN0006","AL",2020-02-02,NA,NA,NA,NA
"339","US1ALMN0006","AL",2020-02-03,NA,NA,NA,25
"340","US1ALMN0006","AL",2020-02-04,NA,NA,NA,0
"341","US1ALMN0006","AL",2020-02-05,NA,NA,NA,25
"342","US1ALMN0006","AL",2020-02-06,NA,NA,NA,NA
"343","US1ALMN0006","AL",2020-02-07,NA,NA,NA,381
"344","US1ALMN0006","AL",2020-02-08,NA,NA,NA,0
"345","US1ALMN0006","AL",2020-02-09,NA,NA,NA,25
"346","US1ALMN0006","AL",2020-02-10,NA,NA,NA,NA
"347","US1ALMN0006","AL",2020-02-11,NA,NA,NA,NA
"348","US1ALMN0006","AL",2020-02-12,NA,NA,NA,0
"349","US1ALMN0006","AL",2020-02-13,NA,NA,NA,152
"350","US1ALMN0006","AL",2020-02-14,NA,NA,NA,0
"351","US1ALMN0006","AL",2020-02-15,NA,NA,NA,NA
"352","US1ALMN0006","AL",2020-02-16,NA,NA,NA,NA
"353","US1ALMN0006","AL",2020-02-17,NA,NA,NA,178
"354","US1ALMN0006","AL",2020-02-18,NA,NA,NA,0
"355","US1ALMN0006","AL",2020-02-19,NA,NA,NA,NA
"356","US1ALMN0006","AL",2020-02-20,NA,NA,NA,NA
"357","US1ALMN0006","AL",2020-02-21,NA,NA,NA,NA
"358","US1ALMN0006","AL",2020-02-22,NA,NA,NA,NA
"359","US1ALMN0006","AL",2020-02-23,NA,NA,NA,NA
"360","US1ALMN0006","AL",2020-02-24,NA,NA,NA,NA
"361","US1ALMN0006","AL",2020-02-25,NA,NA,NA,NA
"362","US1ALMN0006","AL",2020-02-26,NA,NA,NA,NA
"363","US1ALMN0006","AL",2020-02-27,NA,NA,NA,NA
"364","US1ALMN0006","AL",2020-02-28,NA,NA,NA,NA
"365","US1ALMN0006","AL",2020-02-29,NA,NA,NA,NA
"366","US1ALMN0006","AL",2020-03-01,NA,NA,NA,NA
"367","US1ALMN0006","AL",2020-03-02,NA,NA,NA,NA
"368","US1ALMN0006","AL",2020-03-03,NA,NA,NA,NA
"369","US1ALMN0006","AL",2020-03-04,NA,NA,NA,NA
"370","US1ALMN0006","AL",2020-03-05,NA,NA,NA,NA
"371","US1ALMN0006","AL",2020-03-06,NA,NA,NA,NA
"372","US1ALMN0006","AL",2020-03-07,NA,NA,NA,NA
"373","US1ALMN0006","AL",2020-03-08,NA,NA,NA,NA
"374","US1ALMN0006","AL",2020-03-09,NA,NA,NA,NA
"375","US1ALMN0006","AL",2020-03-10,NA,NA,NA,NA
"376","US1ALMN0006","AL",2020-03-11,NA,NA,NA,NA
"377","US1ALMN0006","AL",2020-03-12,NA,NA,NA,0
"378","US1ALMN0006","AL",2020-03-13,NA,NA,NA,NA
"379","US1ALMN0006","AL",2020-03-14,NA,NA,NA,NA
"380","US1ALMN0006","AL",2020-03-15,NA,NA,NA,NA
"381","US1ALMN0006","AL",2020-03-16,NA,NA,NA,0
"382","US1ALMN0006","AL",2020-03-17,NA,NA,NA,0
"383","US1ALMN0006","AL",2020-03-18,NA,NA,NA,0
"384","US1ALMN0006","AL",2020-03-19,NA,NA,NA,NA
"385","US1ALMN0006","AL",2020-03-20,NA,NA,NA,0
"386","US1ALMN0006","AL",2020-03-21,NA,NA,NA,76
"387","US1ALMN0006","AL",2020-03-22,NA,NA,NA,0
"388","US1ALMN0006","AL",2020-03-23,NA,NA,NA,0
"389","US1ALMN0006","AL",2020-03-24,NA,NA,NA,NA
"390","US1ALMN0006","AL",2020-03-25,NA,NA,NA,0
"391","US1ALMN0006","AL",2020-03-26,NA,NA,NA,0
"392","US1ALMN0006","AL",2020-03-27,NA,NA,NA,0
"393","US1ALMN0006","AL",2020-03-28,NA,NA,NA,NA
"394","US1ALMN0006","AL",2020-03-29,NA,NA,NA,NA
"395","US1ALMN0006","AL",2020-03-30,NA,NA,NA,0
"396","US1ALMN0006","AL",2020-03-31,NA,NA,NA,0
"397","US1ALMN0006","AL",2020-04-01,NA,NA,NA,203
"398","US1ALMN0006","AL",2020-04-02,NA,NA,NA,NA
"399","US1ALMN0006","AL",2020-04-03,NA,NA,NA,0
"400","US1ALMN0006","AL",2020-04-04,NA,NA,NA,0
"401","US1ALMN0006","AL",2020-04-05,NA,NA,NA,0
"402","US1ALMN0006","AL",2020-04-06,NA,NA,NA,0
"403","US1ALMN0006","AL",2020-04-07,NA,NA,NA,NA
"404","US1ALMN0006","AL",2020-04-08,NA,NA,NA,178
"405","US1ALMN0006","AL",2020-04-09,NA,NA,NA,0
"406","US1ALMN0006","AL",2020-04-10,NA,NA,NA,76
"407","US1ALMN0006","AL",2020-04-11,NA,NA,NA,NA
"408","US1ALMN0006","AL",2020-04-12,NA,NA,NA,NA
"409","US1ALMN0006","AL",2020-04-13,NA,NA,NA,127
"410","US1ALMN0006","AL",2020-04-14,NA,NA,NA,0
"411","US1ALMN0006","AL",2020-04-15,NA,NA,NA,0
"412","US1ALMN0006","AL",2020-04-16,NA,NA,NA,NA
"413","US1ALMN0006","AL",2020-04-17,NA,NA,NA,0
"414","US1ALMN0006","AL",2020-04-18,NA,NA,NA,0
"415","US1ALMN0006","AL",2020-04-19,NA,NA,NA,NA
"416","US1ALMN0006","AL",2020-04-20,NA,NA,NA,330
"417","US1ALMN0006","AL",2020-04-21,NA,NA,NA,NA
"418","US1ALMN0006","AL",2020-04-22,NA,NA,NA,NA
"419","US1ALMN0006","AL",2020-04-23,NA,NA,NA,NA
"420","US1ALMN0006","AL",2020-04-24,NA,NA,NA,432
"421","US1ALMN0006","AL",2020-04-25,NA,NA,NA,NA
"422","US1ALMN0006","AL",2020-04-26,NA,NA,NA,NA
"423","US1ALMN0006","AL",2020-04-27,NA,NA,NA,0
"424","US1ALMN0006","AL",2020-04-28,NA,NA,NA,0
"425","US1ALMN0006","AL",2020-04-29,NA,NA,NA,25
"426","US1ALMN0006","AL",2020-04-30,NA,NA,NA,NA
"427","US1ALMN0006","AL",2020-05-01,NA,NA,NA,NA
"428","US1ALMN0006","AL",2020-05-02,NA,NA,NA,NA
